"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.75,210853
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.8,211165
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.85,211568
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.9,212063
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.95,212858
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.975,213540
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.99,214393
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.01,206580
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.025,207042
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.05,207535
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.1,208142
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.15,208551
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.2,208922
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.25,209282
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.3,209586
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.35,209888
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.4,210194
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.45,210496
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.5,210804
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.55,211103
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.6,211444
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.65,211796
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.7,212179
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.75,212646
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.8,213214
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.85,213885
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.9,214843
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.95,216333
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.975,217907
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","quantile",0.99,220051
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.01,206616
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.025,207098
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.05,207617
